# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug  5 04:42:23 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_name_display like '% b%'   nejvnitrnejsi planety
# CONSTRAINT:  and pl_orbperstr not null            znama perioda obehu
# CONSTRAINT:  and pl_orbsmaxstr not null           znama hl. poloosa
# CONSTRAINT:  and pl_radestr not null              znamy polomer planety
# CONSTRAINT:  and pl_bmassestr not null            znama hmotnost planety
# CONSTRAINT:  and pl_bmassprov like '%mass%'       hmotnost dokazana
# CONSTRAINT:  and pl_orbeccenstr not null)         znama vystrednost
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,st_mass,st_masserr1,st_masserr2,st_masslim
GJ 3929 b,1,2,Transit,2022,0,2.61623500,0.00000500,-0.00000500,0,0.025200,0.000500,-0.000500,0,1.090,0.040,-0.040,0,0.097,0.004,-0.004,0,1.75000,0.44000,-0.45000,0,0.00551,0.00138,-0.00142,0,Mass,0.000000,,,0,0,0.31,0.03,-0.02,0
GJ 436 b,1,1,Radial Velocity,2004,0,2.64388312,0.00000057,-0.00000057,0,0.029100,0.001500,-0.001500,0,4.170,0.168,-0.168,0,0.372,0.015,-0.015,0,22.10000,2.30000,-2.30000,0,0.07000,0.00700,-0.00700,0,Mass,0.138270,0.000180,-0.000180,0,0,0.47,0.07,-0.07,0
GJ 463 b,1,1,Radial Velocity,2022,0,3448.00000000,110.00000000,-88.00000000,0,3.530000,0.070000,-0.070000,0,13.000,,,0,1.160,,,0,1144.18227,127.13136,-127.13136,0,3.60000,0.40000,-0.40000,0,Mass,0.090000,0.180000,-0.050000,0,0,0.49,0.02,-0.02,0
GJ 486 b,1,1,Radial Velocity,2021,0,1.46711900,0.00003100,-0.00003000,0,0.017340,0.000260,-0.000270,0,1.305,0.063,-0.067,0,0.116,0.006,-0.006,0,2.82000,0.11000,-0.12000,0,0.00887,0.00035,-0.00038,0,Mass,0.050000,,,1,0,0.32,0.02,-0.02,0
GJ 676 A b,2,4,Radial Velocity,2010,0,1051.44521000,0.37707000,-0.40023000,0,1.735000,0.056000,-0.060000,0,12.800,,,0,1.140,,,0,1840.86213,149.06152,-151.60415,0,5.79200,0.46900,-0.47700,0,Mass,0.319000,0.003000,-0.003000,0,0,0.63,0.06,-0.06,0
GJ 680 b,2,1,Radial Velocity,2022,0,17281.66514000,4832.84502000,-3919.17991000,0,10.138000,1.836000,-1.696000,0,12.000,,,0,1.070,,,0,7977.49302,1957.18733,-3543.46891,0,25.10000,6.15800,-11.14900,0,Mass,0.381000,0.095000,-0.145000,0,0,0.46,0.05,-0.05,0
GJ 832 b,1,1,Radial Velocity,2008,0,3853.00000000,51.00000000,-47.00000000,0,3.700000,0.100000,-0.100000,0,13.800,,,0,1.230,,,0,314.65012,28.60456,-25.42627,0,0.99000,0.09000,-0.08000,0,Mass,0.050000,0.030000,-0.030000,0,0,0.45,0.01,-0.01,0
GJ 876 b,1,4,Radial Velocity,1998,0,61.11660000,0.00860000,-0.00860000,0,0.208317,0.000020,-0.000020,0,13.300,,,0,1.190,,,0,723.22350,1.43020,-1.43020,0,2.27560,0.00450,-0.00450,0,Mass,0.032400,0.001300,-0.001300,0,0,0.32,0.03,-0.03,0
GJ 896 A b,2,1,Astrometry,2022,0,284.39000000,1.47000000,-1.47000000,0,0.639650,0.000670,-0.000670,0,13.300,,,0,1.190,,,0,718.29220,181.16219,-181.16219,0,2.26000,0.57000,-0.57000,0,Mass,0.350000,0.190000,-0.190000,0,0,0.44,0.00,0.00,0
GJ 9714 b,1,1,Radial Velocity,2022,0,19240.75467000,8353.76637000,-4514.32010000,0,12.319000,3.623000,-2.230000,0,12.500,,,0,1.120,,,0,2988.54051,970.96578,-538.71915,0,9.40300,3.05500,-1.69500,0,Mass,0.155000,0.073000,-0.041000,0,0,0.67,0.08,-0.08,0
GJ 9827 b,1,3,Transit,2017,0,1.20897400,0.00000100,-0.00000100,0,0.018900,0.000400,-0.000400,0,1.440,0.090,-0.070,0,0.128,0.008,-0.006,0,4.28000,0.35000,-0.33000,0,0.01347,0.00110,-0.00104,0,Mass,0.063000,,,1,0,0.62,0.04,-0.04,0
GPX-1 b,1,1,Transit,2021,0,1.74457900,0.00000800,-0.00000800,0,0.033800,0.000300,-0.000300,0,16.477,1.121,-1.121,0,1.470,0.100,-0.100,0,6261.21962,508.52545,-508.52545,0,19.70000,1.60000,-1.60000,0,Mass,0.000000,,,0,0,1.68,0.10,-0.10,0
Gliese 12 b,1,1,Transit,2024,0,12.76140800,0.00005000,-0.00005000,0,0.066800,0.002400,-0.002400,0,0.958,0.046,-0.048,0,0.085,0.004,-0.004,0,3.87000,,,1,0.01218,,,1,Mass,0.500000,,,1,0,0.24,0.01,-0.01,0
HAT-P-1 b,2,1,Transit,2006,0,4.46529976,0.00000055,-0.00000055,0,0.055610,0.000820,-0.000830,0,14.785,0.213,-0.213,0,1.319,0.019,-0.019,0,166.86075,6.03877,-6.03877,0,0.52500,0.01900,-0.01900,0,Mass,0.000000,,,0,0,1.15,0.05,-0.05,0
HAT-P-11 b,1,2,Transit,2008,0,4.88780244,,,0,0.052540,0.000640,-0.000660,0,4.360,0.060,-0.060,0,0.389,0.005,-0.005,0,26.69772,2.22481,-2.22481,0,0.08400,0.00700,-0.00700,0,Mass,0.218000,0.034000,-0.031000,0,0,0.81,0.02,-0.03,0
HAT-P-12 b,1,1,Transit,2009,0,3.21305980,0.00000210,-0.00000210,0,0.038400,0.000300,-0.000300,0,10.749,0.325,-0.235,0,0.959,0.029,-0.021,0,67.05900,3.81400,-3.81400,0,0.21100,0.01200,-0.01200,0,Mass,0.000000,,,0,0,0.73,0.02,-0.02,0
HAT-P-13 b,1,2,Transit,2009,0,2.91625000,0.00001500,-0.00001500,0,0.043830,0.000680,-0.000680,0,14.258,0.729,-0.729,0,1.272,0.065,-0.065,0,270.46200,12.07700,-12.07700,0,0.85100,0.03800,-0.03800,0,Mass,0.013300,0.004100,-0.004100,0,1,1.32,0.06,-0.06,0
HAT-P-14 b,2,1,Transit,2010,0,4.62767000,0.00000500,-0.00000500,0,0.059600,0.000500,-0.000500,0,15.917,1.345,-1.345,0,1.420,0.120,-0.120,0,1093.33520,200.23290,-200.23290,0,3.44000,0.63000,-0.63000,0,Mass,0.110000,0.010000,-0.010000,0,0,2.65,0.73,-0.73,0
HAT-P-15 b,1,1,Transit,2010,0,10.86350000,0.00002700,-0.00002700,0,0.096500,0.001300,-0.001400,0,11.882,0.785,-0.785,0,1.060,0.070,-0.070,0,616.59020,95.34900,-95.34900,0,1.94000,0.30000,-0.30000,0,Mass,0.190000,0.020000,-0.020000,0,0,1.00,0.23,-0.23,0
HAT-P-16 b,3,1,Transit,2010,0,2.77596000,0.00000300,-0.00000300,0,0.041300,0.000400,-0.000400,0,14.448,0.740,-0.740,0,1.289,0.066,-0.066,0,1332.60500,29.87500,-29.87500,0,4.19300,0.09400,-0.09400,0,Mass,0.036000,0.004000,-0.004000,0,0,1.22,0.04,-0.04,0
HAT-P-17 b,1,2,Transit,2010,0,10.33852000,0.00000900,-0.00000900,0,0.088200,0.001300,-0.001400,0,11.769,0.448,-0.448,0,1.050,0.040,-0.040,0,184.34140,19.06980,-19.06980,0,0.58000,0.06000,-0.06000,0,Mass,0.350000,0.010000,-0.010000,0,0,0.99,0.15,-0.15,0
HAT-P-18 b,1,1,Transit,2010,0,5.50802300,0.00000600,-0.00000600,0,0.055900,0.000700,-0.000700,0,11.153,0.583,-0.583,0,0.995,0.052,-0.052,0,62.61000,4.13200,-4.13200,0,0.19700,0.01300,-0.01300,0,Mass,0.084000,0.048000,-0.048000,0,0,0.77,0.03,-0.03,0
HAT-P-19 b,1,1,Transit,2010,0,4.00878322,0.00000019,-0.00000019,0,0.045990,0.000630,-0.000580,0,11.299,0.157,-0.146,0,1.008,0.014,-0.013,0,88.03847,5.40308,-5.08525,0,0.27700,0.01700,-0.01600,0,Mass,0.070000,0.040000,-0.040000,0,0,0.81,0.03,-0.03,0
HAT-P-2 b,1,2,Transit,2007,0,5.63351580,0.00000360,-0.00000360,0,0.068140,0.000510,-0.000510,0,12.663,0.499,-0.499,0,1.130,0.044,-0.044,0,2866.81223,31.78284,-31.78284,0,9.02000,0.10000,-0.10000,0,Mass,0.517200,0.001900,-0.001900,0,0,1.33,0.03,-0.03,0
HAT-P-20 b,1,1,Transit,2010,0,2.87531700,0.00000400,-0.00000400,0,0.036100,0.000500,-0.000500,0,9.718,0.370,-0.370,0,0.867,0.033,-0.033,0,2302.89900,59.43200,-59.43200,0,7.24600,0.18700,-0.18700,0,Mass,0.015000,0.005000,-0.005000,0,0,0.76,0.03,-0.03,0
HAT-P-21 b,1,1,Transit,2010,0,4.12448000,0.00000700,-0.00000700,0,0.049400,0.000700,-0.000700,0,12.442,1.793,-1.793,0,1.110,0.160,-0.160,0,1547.83210,498.99310,-498.99310,0,4.87000,1.57000,-1.57000,0,Mass,0.230000,0.020000,-0.020000,0,0,1.24,0.60,-0.60,0
HAT-P-22 b,2,1,Transit,2010,0,3.21222000,0.00000900,-0.00000900,0,0.041400,0.000500,-0.000500,0,12.890,2.130,-2.130,0,1.150,0.190,-0.190,0,785.04010,101.70560,-101.70560,0,2.47000,0.32000,-0.32000,0,Mass,0.020000,0.010000,-0.010000,0,0,1.13,0.22,-0.22,0
HAT-P-23 b,1,1,Transit,2010,0,1.21288400,0.00000200,-0.00000200,0,0.023200,0.000200,-0.000200,0,15.334,1.009,-1.009,0,1.368,0.090,-0.090,0,664.23700,35.27800,-35.27800,0,2.09000,0.11100,-0.11100,0,Mass,0.106000,0.044000,-0.044000,0,0,1.13,0.04,-0.04,0
HAT-P-24 b,2,1,Transit,2010,0,3.35524000,0.00000700,-0.00000700,0,0.046510,0.000550,-0.000560,0,14.572,2.354,-2.354,0,1.300,0.210,-0.210,0,238.37250,79.45750,-79.45750,0,0.75000,0.25000,-0.25000,0,Mass,0.070000,0.020000,-0.020000,0,0,1.37,0.69,-0.69,0
HAT-P-25 b,1,1,Transit,2010,0,3.65281514,0.00000076,-0.00000075,0,0.046600,0.000810,-0.000800,0,12.722,0.538,-0.538,0,1.135,0.048,-0.048,0,180.84527,7.31009,-6.99226,0,0.56900,0.02300,-0.02200,0,Mass,0.023000,0.022000,-0.014000,0,0,1.01,0.05,-0.05,0
HAT-P-26 b,1,1,Transit,2010,0,4.23452000,0.00001500,-0.00001500,0,0.047900,0.000600,-0.000600,0,7.062,0.448,-0.448,0,0.630,0.040,-0.040,0,22.24810,6.35660,-6.35660,0,0.07000,0.02000,-0.02000,0,Mass,0.120000,0.060000,-0.060000,0,0,1.12,0.36,-0.36,0
HAT-P-27 b,2,1,Transit,2011,0,3.03957700,0.00000500,-0.00000600,0,0.040000,0.000800,-0.000800,0,11.430,0.780,-0.670,0,1.020,0.070,-0.060,0,197.05000,9.53000,-9.53000,0,0.62000,0.03000,-0.03000,0,Mass,0.000000,,,0,0,0.92,0.12,-0.10,0
HAT-P-28 b,1,1,Transit,2011,0,3.25721500,0.00000700,-0.00000700,0,0.043400,0.000700,-0.000700,0,13.585,1.267,-0.919,0,1.212,0.113,-0.082,0,198.95300,11.75900,-11.75900,0,0.62600,0.03700,-0.03700,0,Mass,0.051000,0.033000,-0.033000,0,0,1.03,0.05,-0.05,0
HAT-P-29 b,2,1,Transit,2011,0,5.72319000,0.00004900,-0.00004900,0,0.066700,0.000800,-0.000800,0,13.115,1.457,-1.457,0,1.170,0.130,-0.130,0,279.69040,79.45750,-79.45750,0,0.88000,0.25000,-0.25000,0,Mass,0.090000,0.050000,-0.050000,0,0,1.45,0.60,-0.60,0
HAT-P-3 b,2,1,Transit,2007,0,2.89970000,0.00005400,-0.00005400,0,0.038660,0.000410,-0.000410,0,10.536,0.785,-0.785,0,0.940,0.070,-0.070,0,206.58950,34.96130,-34.96130,0,0.65000,0.11000,-0.11000,0,Mass,0.000000,,,0,0,1.06,0.28,-0.28,0
HAT-P-30 b,2,1,Transit,2011,0,2.81060000,0.00000500,-0.00000500,0,0.041900,0.000460,-0.000460,0,16.141,1.681,-1.681,0,1.440,0.150,-0.150,0,263.79890,57.20940,-57.20940,0,0.83000,0.18000,-0.18000,0,Mass,0.040000,0.020000,-0.020000,0,0,1.55,0.51,-0.51,0
HAT-P-31 b,1,1,Transit,2011,0,5.00542000,0.00009100,-0.00009100,0,0.061000,0.001300,-0.001100,0,12.218,1.681,-1.681,0,1.090,0.150,-0.150,0,721.47410,266.97720,-266.97720,0,2.27000,0.84000,-0.84000,0,Mass,0.250000,0.000000,0.000000,0,0,1.31,0.73,-0.73,0
HAT-P-32 b,2,1,Transit,2011,0,2.15000820,0.00000013,-0.00000013,0,0.033970,0.000510,-0.000500,0,22.194,0.504,-0.504,0,1.980,0.045,-0.045,0,216.12440,34.96130,-31.78300,0,0.68000,0.11000,-0.10000,0,Mass,0.159000,0.051000,-0.028000,0,0,1.13,0.05,-0.05,0
HAT-P-33 b,2,1,Transit,2011,0,3.47447000,0.00000100,-0.00000100,0,0.049950,0.000480,-0.000490,0,20.737,5.492,-5.492,0,1.850,0.490,-0.490,0,292.40360,158.91500,-158.91500,0,0.92000,0.50000,-0.50000,0,Mass,0.000000,,,0,0,1.82,1.45,-1.45,0
HAT-P-34 b,1,1,Transit,2011,0,5.45265400,0.00001600,-0.00001600,0,0.067740,0.000740,-0.000760,0,13.417,1.457,-1.031,0,1.197,0.130,-0.092,0,1058.37390,66.74430,-63.56600,0,3.33000,0.21000,-0.20000,0,Mass,0.432000,0.029000,-0.027000,0,0,1.39,0.05,-0.05,0
HAT-P-35 b,3,1,Transit,2011,0,3.64670600,0.00002100,-0.00002100,0,0.049780,0.000640,-0.000660,0,14.930,1.098,-1.098,0,1.332,0.098,-0.098,0,335.62848,10.48839,-10.48839,0,1.05600,0.03300,-0.03300,0,Mass,0.020000,,,1,0,1.24,0.05,-0.05,0
HAT-P-36 b,1,1,Transit,2011,0,1.32734683,0.00000048,-0.00000048,0,0.024100,0.000470,-0.000470,0,14.314,0.224,-0.224,0,1.277,0.020,-0.020,0,587.41341,27.65121,-27.65121,0,1.84820,0.08700,-0.08700,0,Mass,0.063000,0.021000,-0.023000,0,0,1.03,0.03,-0.03,0
HAT-P-37 b,1,1,Transit,2011,0,2.79743600,0.00000700,-0.00000700,0,0.037900,0.000600,-0.000600,0,13.204,0.863,-0.863,0,1.178,0.077,-0.077,0,371.52800,32.73500,-32.73500,0,1.16900,0.10300,-0.10300,0,Mass,0.058000,0.038000,-0.038000,0,0,0.93,0.04,,0
HAT-P-38 b,1,1,Transit,2012,0,4.64038200,0.00003200,-0.00003200,0,0.052300,0.000900,-0.000900,0,9.247,1.031,-0.706,0,0.825,0.092,-0.063,0,84.85700,6.35600,-6.35600,0,0.26700,0.02000,-0.02000,0,Mass,0.067000,0.047000,-0.047000,0,0,0.89,0.04,,0
HAT-P-39 b,2,1,Transit,2012,0,3.54387000,0.00000500,-0.00000500,0,0.050900,0.000600,-0.000600,0,17.609,1.211,-0.908,0,1.571,0.108,-0.081,0,190.37200,31.46400,-31.46400,0,0.59900,0.09900,-0.09900,0,Mass,0.000000,,,0,0,1.40,0.05,,0
HAT-P-4 b,2,1,Transit,2007,0,3.05653600,,,0,0.044380,0.000810,-0.001500,0,14.280,0.549,-0.673,0,1.274,0.049,-0.060,0,213.25500,10.48800,-13.98400,0,0.67100,0.03300,-0.04400,0,Mass,0.000000,,,0,0,0.56,0.07,-0.07,0
HAT-P-40 b,1,1,Transit,2012,0,4.45724000,0.00001000,-0.00001000,0,0.060800,0.000600,-0.001500,0,17.038,1.906,-1.906,0,1.520,0.170,-0.170,0,152.55840,41.31790,-41.31790,0,0.48000,0.13000,-0.13000,0,Mass,0.000000,,,0,0,1.03,0.40,-0.40,0
HAT-P-41 b,2,1,Transit,2012,0,2.69405000,0.00000400,-0.00000400,0,0.042580,0.000470,-0.000480,0,22.978,5.605,-5.605,0,2.050,0.500,-0.500,0,378.21770,190.69800,-190.69800,0,1.19000,0.60000,-0.60000,0,Mass,0.000000,,,0,0,2.56,1.90,-1.90,0
HAT-P-42 b,1,1,Transit,2012,0,4.64187800,0.00003200,-0.00003200,0,0.057500,0.001100,-0.001100,0,14.348,1.715,-1.715,0,1.280,0.153,-0.153,0,331.80100,26.37900,-26.37900,0,1.04400,0.08300,-0.08300,0,Mass,0.000000,,,0,0,1.18,0.07,-0.07,0
HAT-P-43 b,1,1,Transit,2012,0,3.33264140,0.00001510,-0.00001530,0,0.044400,0.002100,-0.002100,0,13.630,0.640,-0.630,0,1.216,0.057,-0.056,0,210.39500,19.06900,-19.06900,0,0.66200,0.06000,-0.06000,0,Mass,0.210000,,,1,0,1.03,0.04,-0.04,0
HAT-P-44 b,1,2,Transit,2014,0,4.30121900,0.00001900,-0.00001900,0,0.050700,0.000700,-0.000700,0,13.922,1.188,-0.572,0,1.242,0.106,-0.051,0,111.87100,9.21700,-9.21700,0,0.35200,0.02900,-0.02900,0,Mass,0.044000,0.052000,-0.052000,0,0,0.94,0.04,-0.04,0
HAT-P-45 b,1,1,Transit,2014,0,3.12899200,0.00002100,-0.00002100,0,0.045200,0.000700,-0.000700,0,15.984,1.962,-0.975,0,1.426,0.175,-0.087,0,283.49200,43.54100,-31.46400,0,0.89200,0.13700,-0.09900,0,Mass,0.049000,0.063000,-0.063000,0,0,1.26,0.06,-0.06,0
HAT-P-46 b,1,1,Transit,2014,0,4.46312900,0.00004800,-0.00004800,0,0.057700,0.001400,-0.000900,0,14.392,3.038,-1.491,0,1.284,0.271,-0.133,0,156.68400,26.06100,-16.52600,0,0.49300,0.08200,-0.05200,0,Mass,0.123000,0.120000,-0.120000,0,0,1.28,0.10,-0.06,0
HAT-P-49 b,1,1,Transit,2014,0,2.69155000,0.00000600,-0.00000600,0,0.043780,0.000480,-0.000490,0,17.822,2.018,-2.018,0,1.590,0.180,-0.180,0,699.22600,187.51970,-187.51970,0,2.20000,0.59000,-0.59000,0,Mass,0.000000,,,0,0,2.22,0.83,-0.83,0
HAT-P-5 b,1,1,Transit,2007,0,2.78849000,0.00002500,-0.00002500,0,0.040730,0.000500,-0.000930,0,13.563,1.121,-1.121,0,1.210,0.100,-0.100,0,311.47340,63.56600,-63.56600,0,0.98000,0.20000,-0.20000,0,Mass,0.000000,,,0,0,1.04,0.29,-0.29,0
HAT-P-50 b,1,1,Transit,2015,0,3.12201090,0.00000650,-0.00000650,0,0.045300,0.000580,-0.001400,0,14.437,0.717,-0.717,0,1.288,0.064,-0.064,0,429.07050,23.20159,-23.20159,0,1.35000,0.07300,-0.07300,0,Mass,0.115000,,,1,0,1.27,0.05,-0.12,0
HAT-P-51 b,1,1,Transit,2015,0,4.21802091,0.00000066,-0.00000066,0,0.050420,0.000680,-0.000650,0,13.507,0.191,-0.179,0,1.205,0.017,-0.016,0,97.57332,6.67440,-6.35657,0,0.30700,0.02100,-0.02000,0,Mass,0.070000,,,1,0,0.96,0.04,-0.04,0
HAT-P-52 b,1,1,Transit,2015,0,2.75359530,0.00000940,-0.00000940,0,0.036940,0.000380,-0.000380,0,11.310,0.807,-0.807,0,1.009,0.072,-0.072,0,259.98494,9.21707,-9.21707,0,0.81800,0.02900,-0.02900,0,Mass,0.047000,,,1,0,0.89,0.03,-0.03,0
HAT-P-53 b,1,1,Transit,2015,0,1.96162410,0.00000390,-0.00000390,0,0.031590,0.000420,-0.000420,0,14.773,1.020,-1.020,0,1.318,0.091,-0.091,0,471.65972,17.79848,-17.79848,0,1.48400,0.05600,-0.05600,0,Mass,0.134000,,,1,0,1.09,0.04,-0.04,0
HAT-P-54 b,1,1,Transit,2015,0,3.79984700,0.00001400,-0.00001400,0,0.041170,0.000430,-0.000430,0,10.581,0.314,-0.314,0,0.944,0.028,-0.028,0,241.55080,10.17056,-10.17056,0,0.76000,0.03200,-0.03200,0,Mass,0.074000,,,1,0,0.65,0.02,-0.02,0
HAT-P-55 b,1,1,Transit,2015,0,3.58523130,0.00000051,-0.00000051,0,0.046280,0.000740,-0.000720,0,14.841,0.258,-0.247,0,1.324,0.023,-0.022,0,189.42573,23.20147,-22.88365,0,0.59600,0.07300,-0.07200,0,Mass,0.170000,,,1,0,1.03,0.05,-0.05,0
HAT-P-56 b,1,1,Transit,2015,0,2.79083000,0.00000500,-0.00000500,0,0.042300,0.000390,-0.000390,0,16.926,1.233,-1.233,0,1.510,0.110,-0.110,0,734.18730,139.84520,-139.84520,0,2.31000,0.44000,-0.44000,0,Mass,0.290000,,,1,0,1.42,0.33,-0.33,0
HAT-P-57 b,3,1,Transit,2015,0,2.46530000,0.00000300,-0.00000300,0,0.040600,0.001100,-0.001100,0,19.504,4.035,-4.035,0,1.740,0.360,-0.360,0,448.14030,483.10160,-483.10160,0,1.41000,1.52000,-1.52000,0,Mass,0.000000,,,0,0,2.77,1.74,-1.74,0
HAT-P-58 b,1,1,Transit,2021,0,4.01383790,0.00000240,-0.00000240,0,0.049940,0.000440,-0.000440,0,14.930,0.482,-0.482,0,1.332,0.043,-0.043,0,118.23217,9.53485,-9.53485,0,0.37200,0.03000,-0.03000,0,Mass,0.073000,,,1,0,1.03,0.03,-0.03,0
HAT-P-59 b,1,1,Transit,2021,0,4.14197710,0.00000120,-0.00000120,0,0.050640,0.000370,-0.000370,0,12.588,0.146,-0.146,0,1.123,0.013,-0.013,0,489.45575,21.29450,-21.29450,0,1.54000,0.06700,-0.06700,0,Mass,0.030000,,,1,0,1.01,0.02,-0.02,0
HAT-P-6 b,1,1,Transit,2007,0,3.85298000,0.00000500,-0.00000500,0,0.052390,0.000800,-0.000820,0,16.589,1.681,-1.681,0,1.480,0.150,-0.150,0,419.53560,95.34900,-95.34900,0,1.32000,0.30000,-0.30000,0,Mass,0.000000,,,0,0,1.79,0.60,-0.60,0
HAT-P-60 b,1,1,Transit,2021,0,4.79478130,0.00000240,-0.00000240,0,0.062770,0.000170,-0.000170,0,18.282,0.269,-0.269,0,1.631,0.024,-0.024,0,182.43351,12.07748,-12.07748,0,0.57400,0.03800,-0.03800,0,Mass,0.250000,,,1,0,1.44,0.01,-0.01,0
HAT-P-61 b,1,1,Transit,2021,0,1.90231289,0.00000077,-0.00000077,0,0.030100,0.000340,-0.000340,0,10.077,0.303,-0.303,0,0.899,0.027,-0.027,0,335.94463,22.24799,-22.24799,0,1.05700,0.07000,-0.07000,0,Mass,0.113000,,,1,0,1.00,0.03,-0.03,0
HAT-P-62 b,1,1,Transit,2021,0,2.64532350,0.00000390,-0.00000390,0,0.037720,0.000240,-0.000240,0,12.027,0.325,-0.325,0,1.073,0.029,-0.029,0,241.86742,27.96890,-27.96890,0,0.76100,0.08800,-0.08800,0,Mass,0.101000,,,1,0,1.02,0.02,-0.02,0
HAT-P-63 b,1,1,Transit,2021,0,3.37772800,0.00001300,-0.00001300,0,0.042940,0.000350,-0.000350,0,12.543,0.370,-0.370,0,1.119,0.033,-0.033,0,195.14664,7.62788,-7.62788,0,0.61400,0.02400,-0.02400,0,Mass,0.069000,,,1,0,0.93,0.02,-0.02,0
HAT-P-64 b,1,1,Transit,2021,0,4.00723200,0.00000170,-0.00000170,0,0.053870,0.000300,-0.000300,0,19.089,0.785,-0.785,0,1.703,0.070,-0.070,0,184.34048,57.20911,-41.31769,0,0.58000,0.18000,-0.13000,0,Mass,0.101000,,,1,0,1.30,0.02,-0.02,0
HAT-P-65 b,1,1,Transit,2016,0,2.60544751,0.00000050,-0.00000049,0,0.040420,0.000570,-0.000550,0,18.058,0.269,-0.269,0,1.611,0.024,-0.024,0,176.07694,29.24021,-28.92239,0,0.55400,0.09200,-0.09100,0,Mass,0.304000,,,1,0,1.30,0.06,-0.05,0
HAT-P-66 b,1,1,Transit,2016,0,2.97208600,0.00000570,-0.00000570,0,0.043630,0.001210,-0.000640,0,17.822,1.793,-1.121,0,1.590,0.160,-0.100,0,248.86089,18.11631,-18.11631,0,0.78300,0.05700,-0.05700,0,Mass,0.090000,,,1,0,1.26,0.11,-0.05,0
HAT-P-67 b,2,1,Transit,2017,0,4.81010250,0.00000043,-0.00000033,0,0.065050,0.002730,-0.000790,0,23.371,1.076,-0.796,0,2.085,0.096,-0.071,0,108.06220,79.45750,-60.38770,0,0.34000,0.25000,-0.19000,0,Mass,0.000000,,,0,0,1.64,0.15,-0.07,0
